"datetime","Q","SS","TP","SRP","NO3","TKN","Cl","SO4","Si","Cond"
2009-02-25 08:00:00,22.766744659968,109.984,0.141,0.0245,1.895,1.7005,289.4,60.8,6.66,1345
2009-02-25 09:00:00,22.8559427267328,111.5995,0.141916666666667,0.0244583333333333,1.90208333333333,1.70779166666667,288.241666666667,60.9166666666667,6.655,1342.25
2009-02-25 10:00:00,22.9451407934976,113.215,0.142833333333333,0.0244166666666667,1.90916666666667,1.71508333333333,287.083333333333,61.0333333333333,6.65,1339.5
2009-02-25 11:00:00,23.0343388602624,114.8305,0.14375,0.024375,1.91625,1.722375,285.925,61.15,6.645,1336.75
2009-02-25 12:00:00,23.1235369270272,116.446,0.144666666666667,0.0243333333333333,1.92333333333333,1.72966666666667,284.766666666667,61.2666666666667,6.64,1334
2009-02-25 13:00:00,23.212734993792,118.0615,0.145583333333333,0.0242916666666667,1.93041666666667,1.73695833333333,283.608333333333,61.3833333333333,6.635,1331.25
2009-02-25 14:00:00,23.3019330605568,119.677,0.1465,0.02425,1.9375,1.74425,282.45,61.5,6.63,1328.5
2009-02-25 15:00:00,23.3911311273216,121.2925,0.147416666666667,0.0242083333333333,1.94458333333333,1.75154166666667,281.291666666667,61.6166666666667,6.625,1325.75
2009-02-25 16:00:00,23.4803291940864,122.908,0.148333333333333,0.0241666666666667,1.95166666666667,1.75883333333333,280.133333333333,61.7333333333333,6.62,1323
2009-02-25 17:00:00,23.5695272608512,124.5235,0.14925,0.024125,1.95875,1.766125,278.975,61.85,6.615,1320.25
2009-02-25 18:00:00,23.658725327616,126.139,0.150166666666667,0.0240833333333333,1.96583333333333,1.77341666666667,277.816666666667,61.9666666666667,6.61,1317.5
2009-02-25 19:00:00,23.7479233943808,127.7545,0.151083333333333,0.0240416666666667,1.97291666666667,1.78070833333333,276.658333333333,62.0833333333333,6.605,1314.75
2009-02-25 20:00:00,23.8371214611456,129.37,0.152,0.024,1.98,1.788,275.5,62.2,6.6,1312
2009-02-25 21:00:00,24.6561862488192,135.42875,0.155166666666667,0.02375,1.95916666666667,1.79470833333333,275.941666666667,62.0875,6.59083333333333,1311.54166666667
2009-02-25 22:00:00,25.4752510364928,141.4875,0.158333333333333,0.0235,1.93833333333333,1.80141666666667,276.383333333333,61.975,6.58166666666667,1311.08333333333
2009-02-25 23:00:00,26.2943158241664,147.54625,0.1615,0.02325,1.9175,1.808125,276.825,61.8625,6.5725,1310.625
2009-02-26 00:00:00,27.11338061184,153.605,0.164666666666667,0.023,1.89666666666667,1.81483333333333,277.266666666667,61.75,6.56333333333333,1310.16666666667
2009-02-26 01:00:00,27.9324453995136,159.66375,0.167833333333333,0.02275,1.87583333333333,1.82154166666667,277.708333333333,61.6375,6.55416666666667,1309.70833333333
2009-02-26 02:00:00,28.7515101871872,165.7225,0.171,0.0225,1.855,1.82825,278.15,61.525,6.545,1309.25
2009-02-26 03:00:00,29.5705749748608,171.78125,0.174166666666667,0.02225,1.83416666666667,1.83495833333333,278.591666666667,61.4125,6.53583333333333,1308.79166666667
2009-02-26 04:00:00,30.3896397625344,177.84,0.177333333333333,0.022,1.81333333333333,1.84166666666667,279.033333333333,61.3,6.52666666666667,1308.33333333333
2009-02-26 05:00:00,31.208704550208,183.89875,0.1805,0.02175,1.7925,1.848375,279.475,61.1875,6.5175,1307.875
2009-02-26 06:00:00,32.0277693378816,189.9575,0.183666666666667,0.0215,1.77166666666667,1.85508333333333,279.916666666667,61.075,6.50833333333333,1307.41666666667
2009-02-26 07:00:00,32.8468341255552,196.01625,0.186833333333333,0.02125,1.75083333333333,1.86179166666667,280.358333333333,60.9625,6.49916666666667,1306.95833333333
2009-02-26 08:00:00,33.6658989132288,202.075,0.19,0.021,1.73,1.8685,280.8,60.85,6.49,1306.5
2009-02-26 09:00:00,34.4849637009024,208.13375,0.193166666666667,0.02075,1.70916666666667,1.87520833333333,281.241666666667,60.7375,6.48083333333333,1306.04166666667
2009-02-26 10:00:00,35.304028488576,214.1925,0.196333333333333,0.0205,1.68833333333333,1.88191666666667,281.683333333333,60.625,6.47166666666667,1305.58333333333
2009-02-26 11:00:00,36.1230932762496,220.25125,0.1995,0.02025,1.6675,1.888625,282.125,60.5125,6.4625,1305.125
2009-02-26 12:00:00,36.9421580639232,226.31,0.202666666666667,0.02,1.64666666666667,1.89533333333333,282.566666666667,60.4,6.45333333333333,1304.66666666667
2009-02-26 13:00:00,37.7612228515968,232.36875,0.205833333333333,0.01975,1.62583333333333,1.90204166666667,283.008333333333,60.2875,6.44416666666667,1304.20833333333
2009-02-26 14:00:00,38.5802876392704,238.4275,0.209,0.0195,1.605,1.90875,283.45,60.175,6.435,1303.75
2009-02-26 15:00:00,39.399352426944,244.48625,0.212166666666667,0.01925,1.58416666666667,1.91545833333333,283.891666666667,60.0625,6.42583333333333,1303.29166666667
2009-02-26 16:00:00,40.2184172146176,250.545,0.215333333333333,0.019,1.56333333333333,1.92216666666667,284.333333333333,59.95,6.41666666666667,1302.83333333333
2009-02-26 17:00:00,41.0374820022912,256.60375,0.2185,0.01875,1.5425,1.928875,284.775,59.8375,6.4075,1302.375
2009-02-26 18:00:00,41.8565467899648,262.6625,0.221666666666667,0.0185,1.52166666666667,1.93558333333333,285.216666666667,59.725,6.39833333333333,1301.91666666667
2009-02-26 19:00:00,42.6756115776384,268.72125,0.224833333333333,0.01825,1.50083333333333,1.94229166666667,285.658333333333,59.6125,6.38916666666667,1301.45833333333
2009-02-26 20:00:00,43.494676365312,274.78,0.228,0.018,1.48,1.949,286.1,59.5,6.38,1301
